Test Summary
Block per die: ,200
Total VB (single unit) pages: ,36
Total Pages: ,7200
OP Size: ,7
Host write range: ,6728
Total Erase Count is: ,65921
Max Erase Count: ,1126
Min Erase Count: ,0
Avg Erase Count: ,329.605000
Total GC Count is: ,29571
Total Segmental GC Count is: ,49972
Total WL Count is: ,11630
WAF is: ,11.386905

VB No,Valid Count,Erase Count
737,5301,5301,21,380,1
738,1853,1853,30,380,1
739,1907,1907,26,380,1
740,3000,3000,31,380,1
741,628,628,44,380,1
742,3664,3664,31,380,1
743,2317,2317,26,380,1
744,3584,3584,28,380,1
745,985,985,33,380,1
746,1007,1007,31,380,1
747,3901,3901,29,380,1
748,682,682,27,380,1
749,2071,2071,38,380,1
750,1756,1756,29,380,1
751,73,73,37,380,1
752,3699,3699,35,378,1
753,2031,2031,31,330,1
754,7,7,35,306,1
755,5439,5439,35,289,1
756,5335,5335,24,1054,1
757,2326,2326,22,1054,1
758,6220,6220,29,1054,1
759,2880,2880,22,1054,1
760,1822,1822,20,1054,1
761,6348,6348,19,1054,1
762,4660,4660,36,1054,1
763,2495,2495,30,1054,1
764,4059,4059,41,1054,1
765,4108,4108,35,1054,1
766,3957,3957,32,1054,1
767,2953,2953,24,1054,1
768,5117,5117,26,1054,1
769,4618,4618,27,1054,1
770,2967,2967,31,1054,1
771,4072,4072,21,1054,1
772,1346,1346,32,1054,1
773,6702,6702,26,1054,1
774,3385,3385,28,1054,1
775,3210,3210,32,1054,1
776,5490,5490,27,1054,1
777,1718,1718,36,1054,1
778,6644,6644,23,1054,1
779,3546,3546,29,1054,1
780,1095,1095,22,1054,1
781,3256,3256,26,1054,1
782,3953,3953,22,1054,1
783,3688,3688,36,1054,1
784,929,929,33,1054,1
785,1311,1311,21,1054,1
786,3485,3485,24,1054,1
787,1671,1671,30,1054,1
788,4491,4491,25,1030,1
789,1020,1020,34,534,1
790,4294967295,65535,65535,198,0
791,4294967295,65535,65535,33,0
792,6478,6478,30,593,1
793,4897,4897,35,593,1
794,2737,2737,29,593,1
795,3686,3686,39,593,1
796,4981,4981,32,593,1
797,4991,4991,34,593,1
798,1767,1767,27,593,1
799,2372,2372,30,593,1
800,1919,1919,31,593,1
801,3818,3818,31,593,1
802,2673,2673,31,593,1
803,5291,5291,27,593,1
804,6724,6724,16,593,1
805,5883,5883,22,593,1
806,534,534,27,593,1
807,2534,2534,26,593,1
808,6279,6279,26,593,1
809,4444,4444,31,593,1
810,6575,6575,20,593,1
811,560,560,38,593,1
812,4041,4041,33,593,1
813,1471,1471,35,593,1
814,1848,1848,30,593,1
815,2099,2099,34,593,0
816,690,690,22,593,1
817,4708,4708,35,593,1
818,961,961,25,593,1
819,5576,5576,26,593,1
820,3294,3294,35,593,1
821,1097,1097,40,593,1
822,3081,3081,22,593,1
823,6598,6598,30,593,1
824,5254,5254,31,586,1
825,1015,1015,25,382,1
826,6053,6053,32,245,1
827,233,233,29,179,1
828,4294967295,65535,65535,328,0
